gene,gene_effect,z_score,mean,stddev
PLD6,-0.136485266556,-1.0962978017615452,0.05117990670211827,0.17118083513127133
RPGRIP1L,-0.19584570681299998,-1.0962505476219797,-0.011151597166899086,0.16847800901604565
PIGZ,-0.046978973199599997,-1.0955193912761547,0.12778472159173107,0.15952587985480693
LZTFL1,-0.136109485582,-1.0946357103913529,0.029783179700074054,0.15155056947919623
RPS4X,-1.3181632500700002,-1.094496004697911,-1.0437772607150473,0.25069620005665116
TAMALIN,-0.141599133726,-1.0942154488896088,0.024115420399629033,0.151446001145198
DPM1,-0.062169370270999995,-1.0941962299288808,0.09584529065689244,0.14441162983915862
NAGS,-0.173116372353,-1.0932108591411265,0.061407571690609945,0.21452763854528675
ABHD17A,-0.17871744527800001,-1.0911053994008313,-0.016036387196609037,0.1490974732328568
IFNA5,-0.539644855479,-1.0910868892430297,-0.3416357847968903,0.18147873705959727
SS18L1,-0.155984201779,-1.0905887684384756,0.017173637342064157,0.1587746400221915
CRIM1,-0.27760580488000003,-1.0904820456463302,-0.08518863746279154,0.17645147683579016
ARIH2,-0.099904698586,-1.0904678448860758,0.07049703804435732,0.15626479719643604
CHRM3,-0.240199075522,-1.089889846623763,-0.0812718158478864,0.1458195616432569
GLIS3,-0.08722900383719999,-1.0895940558762454,0.06561179974443372,0.1402731620619204
PDS5B,-0.236495083017,-1.0892351363620438,-0.03667912088894138,0.18344612238219526
TAF6,-0.175253842249,-1.0879021589920834,0.0048109812030607026,0.16551564124009704
RNASE8,-0.135739884738,-1.0876126262900578,0.048126051514534994,0.16905461724889848
CLASRP,-0.117870793582,-1.0875526668336775,0.014861693267867885,0.1220469508261222
FBLN7,-0.201832253596,-1.0867195857128893,-0.034481921636342144,0.1539958735996056
ING2,-0.369896038222,-1.0863655261982532,-0.13361492417026485,0.21749688143971507
ATP6V1G2-DDX39B,-0.0187697950601,-1.0863164398976421,0.19883347784069488,0.20031297042811808
HNRNPF,-0.286076023519,-1.0859595997100007,-0.11796128959518949,0.15480753977284664
NUDT2,-0.115526187844,-1.0855329752167457,0.04231456859812567,0.1454039260397502
SYT11,-0.146521139041,-1.0846672060558356,0.030675821572298607,0.16336527888368466
GRIK4,-0.20246448760400002,-1.0839947767533624,-0.03628658284664245,0.15330138882686464
PUF60,-1.33741184848,-1.0838174768993567,-0.9281296914427499,0.3776301506118414
SERPINA12,-0.208687265276,-1.0837826159222848,-0.007167792248395669,0.18594086126405887
GRINA,-0.09444859614369999,-1.083186684280314,0.0398102856238108,0.12394805412209668
OR56B1,-0.316615685614,-1.0830976086555908,-0.07182509347705715,0.22600972449823095
SEC11A,-0.21200737679499998,-1.0825218793523048,0.06743441109021282,0.258139621207849
DGAT1,-0.22953861239999998,-1.0822996253849841,-0.010248908322904876,0.20261459852126595
TRPC7,-0.0030645404019000004,-1.0817858392013193,0.11671144090983006,0.11072060381208214
MTCH1,-0.16858924151500002,-1.081765211833688,0.0013433433060690272,0.15708823223573462
TRPC6,-0.0809796759058,-1.0816523159586702,0.05626856739477056,0.12688757863836053
TMED2,-0.534268730303,-1.081558742779409,-0.22654103060468472,0.2845224096728312
DSG2,-0.0866633032959,-1.080046621136715,0.0947594666325628,0.16797679505494034
ABHD16A,-0.219610115462,-1.0793554885095218,-0.08757022652027768,0.12233216057858355
RDH5,-0.156878397004,-1.0793145079832691,0.0075650450909208,0.1523591509968565
EFNB1,-0.30594314268399997,-1.0792488322049258,-0.01253283160642987,0.2718653032759158
PALS2,-0.18955441041999999,-1.0790898461623941,0.00851183020801124,0.18354935071662595
SSTR1,-0.162406796294,-1.0789231980037481,0.003832001600606727,0.1540784350565324
CNBP,-0.19438445299499998,-1.0786163821000432,-0.015911311927443005,0.16546489004744538
CWC15,-0.33894532506499997,-1.078226691188106,-0.12591012086472067,0.19757923444237338
INHA,-0.533309590958,-1.077410700846327,-0.24602850452528247,0.26664027580852195
ATF3,-0.293646783827,-1.0771407951228194,-0.13321191103903185,0.14894512724278983
FMO3,-0.0308425814172,-1.0759035296670156,0.11432710970815757,0.13492816699865884
KAT6B,-0.251026758874,-1.074543631376526,-0.0998337490118723,0.1407043934255554
PDCL2,-0.0287952719416,-1.0742835467132081,0.11293449809790804,0.1319295734102352
SLC23A2,-0.218668760733,-1.0730870715714689,-0.023594393500133704,0.18178801366714084
KRT14,-0.11539949221200001,-1.071266597520217,0.02370524337433388,0.1298507168134762
POLB,-0.169733354894,-1.0712478308325273,-0.041040545578713096,0.12013355417044107
IFT57,-0.16748903602499998,-1.0711377246746607,0.019460505541699858,0.17453361716251986
ANP32AP1,-0.155720454893,-1.0710328134474472,0.018352985848243308,0.16252857854180452
TMEM9,-0.024072729651799997,-1.0708343376004006,0.1100121251671428,0.12521531119314813
VAV3,-0.14202740573699998,-1.0708161195471626,0.0322757949973889,0.1627760336742969
H1-9P,-0.12116965292099999,-1.070660170972344,0.04746338236640403,0.15750379052043764
NR4A2,-0.17962144897500001,-1.0701178586591904,-0.032238785928111864,0.1377256363439743
FZD2,-0.235000078644,-1.0698264445720709,-0.053844822942186045,0.16933144307745712
DPF2,-0.42452394285899997,-1.0695444996109646,-0.14854462632614204,0.2580344404868076
CABYR,-0.19326315267000002,-1.0693357897117177,-0.026027707059424098,0.15639189038614423
LGALS1,-0.154848632855,-1.069144562099845,-0.013974014881469784,0.1317638633421532
KLRC2,-0.10677753380100001,-1.0689068667848511,0.06751135081425268,0.16305338662431237
TM9SF4,-0.253569454333,-1.068538181649643,-0.07220667453994309,0.16972980742069815
ZNF195,-0.304956976289,-1.0682047630636902,-0.1000131154380466,0.19185821664299574
THEM5,-0.19946549447700002,-1.0679896236864534,-0.033688324933329974,0.1552235769589648
ADAM7,-0.207456333939,-1.0672528017402514,-0.022709562153629983,0.17310497708145986
