"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"35","3","WikiPathways","","Melatonin metabolism and effects","0.0209","CYP1A2|IRAK1|CYP1A1","128","331|295|337","2.4E-4","","WP3298","0.24757775300507998","0"
"171","5","WikiPathways","","Primary ovarian insufficiency","0.0209","EIF2S2|CYP19A1|AKT1|RAD51|HARS2","128","481|310|301|379|319","2.5E-4","","WP5316","0.24757775300507998","0"
"119","5","GO Biological Process","","Fatty acid biosynthetic process","0.0211","CYP1A2|ALOX5|AKR1C3|CYP1A1|ACLY","128","331|358|286|337|394","4.71E-5","","GO:0006633","0.246968162143203","0"
"119","5","GO Biological Process","","Isoprenoid metabolic process","0.0211","AKR1B1|CYP1A2|AKR1C3|IDI1|CYP1A1","128","283|331|286|466|337","4.71E-5","","GO:0006720","0.246968162143203","0"
"153","5","Reactome Pathways","","Metabolism of steroids","0.0212","AKR1B1|HSD11B1|AKR1C3|IDI1|CYP19A1","128","283|352|286|466|310","1.5E-4","","HSA-8957322","0.24666553010569742","0"
"81","4","Reactome Pathways","","Signaling by NOTCH4","0.0212","PSMB7|PSMB4|SNW1|AKT1","128","256|259|439|301","1.6E-4","","HSA-9013694","0.24666553010569742","0"
"4","2","Reactome Pathways","","Biosynthesis of protectins","0.0212","CYP1A2|CYP1A1","128","331|337","1.5E-4","","HSA-9018681","0.24666553010569742","0"
"60","4","GO Biological Process","","Ribonucleoside monophosphate metabolic process","0.0219","CAD|PNP|UCK1|ADK","128","499|250|475|346","5.16E-5","","GO:0009161","0.24458624797932993","0"
"180","5","WikiPathways","","Metapathway biotransformation Phase I and II","0.0219","AKR1B1|CYP1A2|AKR1C3|CYP1A1|CYP19A1","128","283|331|286|337|310","3.1E-4","","WP702","0.24458624797932993","0"
"3114","23","GO Biological Process","","Positive regulation of cellular metabolic process","0.0222","CDK5RAP1|NAMPT|MMP8|ABCB7|DCPS|THRA|HPX|TLR3|EZH2|PGR|KARS1|NTRK3|SOAT1|IRAK1|AKR1C3|RFC4|THRB|TOP2A|SNW1|AKT1|RAD51|MED19|NR1H2","128","400|247|454|478|487|274|463|292|220|307|316|496|472|295|286|373|277|268|439|301|379|415|412","5.39E-5","","GO:0031325","0.2437153970396916","0"
"2369","19","TISSUES","","Embryonic structure","0.0235","NID2|PSMB7|KIF11|SLC6A4|AKR1B1|PSMB4|TLR3|METAP2|KARS1|WARS1|SOAT1|IRAK1|EIF2S2|PITRM1|SEC13|CYP1A1|CYP19A1|RAD51|NR1H2","128","409|256|265|445|283|259|292|484|316|325|472|295|481|442|427|337|310|379|412","1.1E-4","","BTO:0000174","0.24007290344520205","0"
"2","2","GO Biological Process","","Female courtship behavior","0.024","THRA|THRB","128","274|277","5.98E-5","","GO:0008050","0.23872534721582345","0"
"3847","26","GO Biological Process","","Positive regulation of metabolic process","0.024","CDK5RAP1|NAMPT|MMP8|ABCB7|SLC6A4|DCPS|THRA|HPX|TLR3|EZH2|PGR|KARS1|WARS1|NTRK3|PNP|SOAT1|IRAK1|AKR1C3|RFC4|THRB|TOP2A|SNW1|AKT1|RAD51|MED19|NR1H2","128","400|247|454|478|445|487|274|463|292|220|307|316|325|496|250|472|295|286|373|277|268|439|301|379|415|412","6.36E-5","","GO:0009893","0.23872534721582345","0"
"1146","13","GO Biological Process","","Positive regulation of gene expression","0.024","CDK5RAP1|MMP8|SLC6A4|HPX|TLR3|PGR|WARS1|NTRK3|PNP|IRAK1|SNW1|AKT1|NR1H2","128","400|454|445|463|292|307|325|496|250|295|439|301|412","6.1E-5","","GO:0010628","0.23872534721582345","0"
"827","11","GO Biological Process","","Response to lipid","0.024","PTGER2|SLC6A4|EZH2|PGR|NTRK3|IRAK1|AKR1C3|CYP1A1|CYP19A1|SNW1|AKT1","128","469|445|220|307|496|295|286|337|310|439|301","6.1E-5","","GO:0033993","0.23872534721582345","0"
"1494","15","GO Biological Process","","Cellular nitrogen compound biosynthetic process","0.024","NAMPT|THRA|CAD|KARS1|TMLHE|WARS1|PNP|UCK1|EIF2S2|THRB|ADK|AKT1|ACLY|HARS2|MED19","128","247|274|499|316|490|325|250|475|481|277|346|301|394|319|415","6.01E-5","","GO:0044271","0.23872534721582345","0"
"22","3","GO Biological Process","","Cellular response to prostaglandin stimulus","0.024","PTGER2|AKR1C3|AKT1","128","469|286|301","6.75E-5","","GO:0071379","0.23872534721582345","0"
"551","9","GO Biological Process","","Organophosphate biosynthetic process","0.024","NAMPT|CAD|KARS1|PNP|PI4KB|UCK1|IDI1|ADK|ACLY","128","247|499|316|250|418|475|466|346|394","6.69E-5","","GO:0090407","0.23872534721582345","0"
"131","5","GO Biological Process","","Cellular hormone metabolic process","0.0249","AKR1B1|CYP1A2|AKR1C3|CYP1A1|CYP19A1","128","283|331|286|337|310","7.32E-5","","GO:0034754","0.23636901155809067","0"
"1234","13","TISSUES","","Blood cancer cell","0.0259","HDAC7|NAMPT|KIF11|AKR1B1|PSMB4|EZH2|PGR|IRAK1|EIF2S2|RFC4|TOP2A|AKT1|ACLY","128","217|247|265|283|259|220|307|295|481|373|268|301|394","1.3E-4","","BTO:0000580","0.23384874281223503","0"
"1244","13","TISSUES","","Placenta","0.0259","NID2|SLC6A4|AKR1B1|TLR3|KARS1|WARS1|SOAT1|IRAK1|EIF2S2|SEC13|CYP1A1|CYP19A1|NR1H2","128","409|445|283|292|316|325|472|295|481|427|337|310|412","1.4E-4","","BTO:0001078","0.23384874281223503","0"
"1067","12","TISSUES","","Leukemia cell","0.0259","HDAC7|NAMPT|KIF11|PSMB4|EZH2|PGR|IRAK1|EIF2S2|RFC4|TOP2A|AKT1|ACLY","128","217|247|265|259|220|307|295|481|373|268|301|394","1.3E-4","","BTO:0001271","0.23384874281223503","0"
"266","6","Reactome Pathways","","PIP3 activates AKT signaling","0.0272","HDAC7|PSMB7|PSMB4|EZH2|IRAK1|AKT1","128","217|256|259|220|295|301","2.3E-4","","HSA-1257604","0.23071408541060293","0"
"35","3","Reactome Pathways","","Metabolism of steroid hormones","0.0275","AKR1B1|HSD11B1|CYP19A1","128","283|352|310","2.4E-4","","HSA-196071","0.23001199548232718","0"
"1702","15","Reactome Pathways","","Disease","0.0277","HDAC7|PSMB7|SIGMAR1|PSMB4|TLR3|EZH2|PNP|IRAK1|SEC13|RFC4|PRKAR1A|CYP19A1|SNW1|AKT1|RAD51","128","217|256|493|259|292|220|250|295|427|373|403|310|439|301|379","2.5E-4","","HSA-1643685","0.2295481778245301","0"
"199","5","WikiPathways","","Circadian rhythm genes","0.0277","NAMPT|SLC6A4|EZH2|NTRK3|TOP2A","128","247|445|220|496|268","4.8E-4","","WP3594","0.2295481778245301","0"
"43","3","WikiPathways","","Fibrin complement receptor 3 signaling pathway","0.0277","TLR3|IRAK1|AKT1","128","292|295|301","4.3E-4","","WP4136","0.2295481778245301","0"
"8","2","WikiPathways","","Caloric restriction and aging","0.0277","NAMPT|AKT1","128","247|301","4.4E-4","","WP4191","0.2295481778245301","0"
"47","3","WikiPathways","","Cholesterol metabolism with Bloch and Kandutsch-Russell pathways","0.0277","SOAT1|IDI1|NR1H2","128","472|466|412","5.4E-4","","WP4718","0.2295481778245301","0"
"111","4","WikiPathways","","Cholesterol biosynthesis pathway in hepatocytes","0.0277","IDI1|CYP1A1|CYP19A1|NR1H2","128","466|337|310|412","5.0E-4","","WP5329","0.2295481778245301","0"
"9","2","WikiPathways","","Benzo(a)pyrene metabolism","0.0277","AKR1C3|CYP1A1","128","286|337","5.4E-4","","WP696","0.2295481778245301","0"
"135","5","GO Biological Process","","Sterol metabolic process","0.028","CYP1A2|SOAT1|IDI1|CYP19A1|ACLY","128","331|472|466|310|394","8.39E-5","","GO:0016125","0.2288586929883669","0"
"324","7","GO Biological Process","","Alcohol metabolic process","0.0281","AKR1B1|CYP1A2|SOAT1|AKR1C3|IDI1|CYP1A1|ACLY","128","283|331|472|286|466|337|394","8.59E-5","","GO:0006066","0.22863050537879875","0"
"861","11","GO Biological Process","","Response to organic cyclic compound","0.0281","PTGER2|SLC6A4|TLR3|EZH2|PGR|NTRK3|AKR1C3|CYP1A1|CYP19A1|CHRM2|RAD51","128","469|445|292|220|307|496|286|337|310|421|379","8.72E-5","","GO:0014070","0.22863050537879875","0"
"176","5","Reactome Pathways","","Fatty acid metabolism","0.0289","CYP1A2|ALOX5|AKR1C3|CYP1A1|ACLY","128","331|358|286|337|394","2.8E-4","","HSA-8978868","0.22683371211738498","0"
"38","3","UniProt Keywords","","Aminoacyl-tRNA synthetase","0.029","KARS1|WARS1|HARS2","128","316|325|319","3.0E-4","","KW-0030","0.22661261843747363","0"
"98","4","UniProt Keywords","","Steroid metabolism","0.029","CYP1A2|HSD11B1|SOAT1|IDI1","128","331|352|472|466","3.2E-4","","KW-0753","0.22661261843747363","0"
"868","11","GO Biological Process","","Organic acid metabolic process","0.0294","CAD|AKR1B1|KARS1|CYP1A2|WARS1|PNP|ALOX5|AKR1C3|CYP1A1|ACLY|HARS2","128","499|283|316|331|325|250|358|286|337|394|319","9.36E-5","","GO:0006082","0.22573580257944958","0"
"577","9","GO Biological Process","","Lipid biosynthetic process","0.0294","AKR1B1|CYP1A2|PI4KB|ALOX5|AKR1C3|IDI1|CYP1A1|CYP19A1|ACLY","128","283|331|418|358|286|466|337|310|394","9.46E-5","","GO:0008610","0.22573580257944958","0"
"155","5","GO Molecular Function","","Iron ion binding","0.0298","TMLHE|CYP1A2|ALOX5|CYP1A1|CYP19A1","128","490|331|358|337|310","1.6E-4","","GO:0005506","0.22487083594748647","0"
"3","2","GO Biological Process","","Thyroid hormone mediated signaling pathway","0.03","THRA|THRB","128","274|277","9.94E-5","","GO:0002154","0.22444269684820115","0"
"3","2","GO Biological Process","","Positive regulation of thyroid hormone mediated signaling pathway","0.03","THRA|THRB","128","274|277","9.94E-5","","GO:0002157","0.22444269684820115","0"
"1210","13","GO Biological Process","","Lipid metabolic process","0.03","AKR1B1|CYP1A2|HSD11B1|SOAT1|PI4KB|ALOX5|PLA2G2D|AKR1C3|IDI1|CYP1A1|CYP19A1|ACLY|NR1H2","128","283|331|352|472|418|358|361|286|466|337|310|394|412","1.1E-4","","GO:0006629","0.22444269684820115","0"
"26","3","GO Biological Process","","Steroid catabolic process","0.03","CYP1A2|HSD11B1|CYP19A1","128","331|352|310","1.1E-4","","GO:0006706","0.22444269684820115","0"
"3","2","GO Biological Process","","Dibenzo-p-dioxin metabolic process","0.03","CYP1A2|CYP1A1","128","331|337","9.94E-5","","GO:0018894","0.22444269684820115","0"
"97","4","Reactome Pathways","","Metabolism of nucleotides","0.0302","CAD|PNP|UCK1|ADK","128","499|250|475|346","3.0E-4","","HSA-15869","0.224017402547987","0"
"31","3","GO Molecular Function","","14-3-3 protein binding","0.0315","HDAC7|PI4KB|AKT1","128","217|418|301","1.7E-4","","GO:0071889","0.22131980643928387","0"
"1057","12","GO Biological Process","","Cellular response to oxygen-containing compound","0.0329","PTGER2|SLC6A4|DCPS|SIGMAR1|EZH2|NTRK3|IRAK1|AKR1C3|CHRM2|SNW1|AKT1|RAD51","128","469|445|487|493|220|496|295|286|421|439|301|379","1.2E-4","","GO:1901701","0.21853647415665983","0"
"640","9","TISSUES","","Thorax","0.033","PRSS16|PSMB7|HPX|SIGMAR1|TLR3|PGR|PITRM1|ADK|NR1H2","128","436|256|463|493|292|307|442|346|412","2.0E-4","","BTO:0001368","0.21834222042124152","0"
"3533","24","GO Biological Process","","Positive regulation of macromolecule metabolic process","0.0339","CDK5RAP1|NAMPT|MMP8|SLC6A4|DCPS|THRA|HPX|TLR3|EZH2|PGR|KARS1|WARS1|NTRK3|PNP|SOAT1|IRAK1|RFC4|THRB|TOP2A|SNW1|AKT1|RAD51|MED19|NR1H2","128","400|247|454|445|487|274|463|292|220|307|316|325|496|250|472|295|373|277|268|439|301|379|415|412","1.3E-4","","GO:0010604","0.21661996701048808","0"
"148","5","GO Biological Process","","Intracellular receptor signaling pathway","0.0339","THRA|PGR|THRB|SNW1|NR1H2","128","274|307|277|439|412","1.3E-4","","GO:0030522","0.21661996701048808","0"
"28","3","GO Biological Process","","Long-chain fatty acid biosynthetic process","0.0339","CYP1A2|ALOX5|CYP1A1","128","331|358|337","1.3E-4","","GO:0042759","0.21661996701048808","0"
"102","4","Reactome Pathways","","ABC-family proteins mediated transport","0.0347","ABCB7|PSMB7|PSMB4|EIF2S2","128","478|256|259|481","3.7E-4","","HSA-382556","0.21512703503354647","0"
"42","3","Reactome Pathways","","tRNA Aminoacylation","0.0364","KARS1|WARS1|HARS2","128","316|325|319","4.0E-4","","HSA-379724","0.21206565982080278","0"
"914","11","GO Biological Process","","Organophosphate metabolic process","0.0366","NAMPT|CAD|KARS1|PNP|PI4KB|UCK1|PLA2G2D|IDI1|ADK|ACLY|NR1H2","128","247|499|316|250|418|475|361|466|346|394|412","1.5E-4","","GO:0019637","0.211714938084698","0"
"478","8","GO Biological Process","","Organic hydroxy compound metabolic process","0.0366","AKR1B1|CYP1A2|SOAT1|AKR1C3|IDI1|CYP1A1|CYP19A1|ACLY","128","283|331|472|286|466|337|310|394","1.5E-4","","GO:1901615","0.211714938084698","0"
"5","2","GO Molecular Function","","Estrogen 2-hydroxylase activity","0.0366","CYP1A2|CYP1A1","128","331|337","2.1E-4","","GO:0101021","0.211714938084698","0"
"30","3","GO Biological Process","","Cellular metabolic compound salvage","0.0368","PNP|UCK1|ADK","128","250|475|346","1.6E-4","","GO:0043094","0.21136612764819449","0"
"918","11","GO Biological Process","","Cellular lipid metabolic process","0.0368","AKR1B1|CYP1A2|SOAT1|PI4KB|ALOX5|PLA2G2D|AKR1C3|IDI1|CYP1A1|ACLY|NR1H2","128","283|331|472|418|358|361|286|466|337|394|412","1.5E-4","","GO:0044255","0.21136612764819449","0"
"2019","17","GO Biological Process","","Cellular response to organic substance","0.0368","PTGER2|SLC6A4|DCPS|THRA|HPX|TLR3|EZH2|PGR|NTRK3|IRAK1|AKR1C3|CYP1A1|THRB|CHRM2|SNW1|AKT1|RAD51","128","469|445|487|274|463|292|220|307|496|295|286|337|277|421|439|301|379","1.5E-4","","GO:0071310","0.21136612764819449","0"
"44","3","KEGG Pathways","","Aminoacyl-tRNA biosynthesis","0.0381","KARS1|WARS1|HARS2","128","316|325|319","4.5E-4","","hsa00970","0.2091440480579166","0"
"317","7","DISEASES","","Reproductive system disease","0.0384","SLC6A4|EZH2|PGR|PRKAR1A|CYP19A1|ADK|AKT1","128","445|220|307|403|310|346|301","7.52E-5","","DOID:15","0.2086420332751129","0"
"8","2","Reactome Pathways","","Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)","0.0389","CYP1A2|CYP1A1","128","331|337","4.4E-4","","HSA-2142670","0.20781399382659405","0"
"8","2","Reactome Pathways","","Biosynthesis of maresins","0.0389","CYP1A2|ALOX5","128","331|358","4.4E-4","","HSA-9018682","0.20781399382659405","0"
"3","2","DISEASES","","Thyroid hormone resistance syndrome","0.0439","THRA|THRB","128","274|277","9.94E-5","","DOID:11633","0.20007431654572508","0"
"204","5","Reactome Pathways","","Signaling by NOTCH","0.0439","HDAC7|PSMB7|PSMB4|SNW1|AKT1","128","217|256|259|439|301","5.4E-4","","HSA-157118","0.20007431654572508","0"
"9","2","Reactome Pathways","","Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)","0.0439","CYP1A2|CYP1A1","128","331|337","5.4E-4","","HSA-2142816","0.20007431654572508","0"
"36","3","GO Molecular Function","","Steroid hydroxylase activity","0.0442","CYP1A2|CYP1A1|CYP19A1","128","331|337|310","2.6E-4","","GO:0008395","0.19963840187541648","0"
"638","9","GO Biological Process","","Regulation of defense response","0.0444","MMP8|HPX|PSMB4|TLR3|KARS1|ALOX5|PLA2G2D|CYP19A1|NR1H2","128","454|463|259|292|316|358|361|310|412","2.0E-4","","GO:0031347","0.19934943273135872","0"
"371","7","GO Biological Process","","Regulation of inflammatory response","0.0444","MMP8|PSMB4|TLR3|KARS1|ALOX5|PLA2G2D|CYP19A1","128","454|259|292|316|358|361|310","2.0E-4","","GO:0050727","0.19934943273135872","0"
"13","2","WikiPathways","","Estrogen receptor pathway","0.0444","CYP1A2|CYP1A1","128","331|337","0.001","","WP2881","0.19934943273135872","0"
"33","3","GO Biological Process","","Mating behavior","0.0445","SLC6A4|THRA|THRB","128","445|274|277","2.0E-4","","GO:0007617","0.1992054359176626","0"
"3166","22","GO Biological Process","","Positive regulation of nitrogen compound metabolic process","0.0445","CDK5RAP1|NAMPT|MMP8|ABCB7|DCPS|THRA|HPX|TLR3|EZH2|PGR|KARS1|NTRK3|SOAT1|IRAK1|RFC4|THRB|TOP2A|SNW1|AKT1|RAD51|MED19|NR1H2","128","400|247|454|478|487|274|463|292|220|307|316|496|472|295|373|277|268|439|301|379|415|412","2.1E-4","","GO:0051173","0.1992054359176626","0"
"5","2","GO Biological Process","","Testosterone biosynthetic process","0.0445","AKR1C3|CYP19A1","128","286|310","2.1E-4","","GO:0061370","0.1992054359176626","0"
"377","7","GO Biological Process","","Organic cyclic compound catabolic process","0.0445","CDADC1|DCPS|CYP1A2|PNP|HSD11B1|CYP1A1|CYP19A1","128","457|487|331|250|352|337|310","2.1E-4","","GO:1901361","0.1992054359176626","0"
"34","3","GO Biological Process","","Ribonucleoside monophosphate biosynthetic process","0.0446","CAD|UCK1|ADK","128","499|475|346","2.2E-4","","GO:0009156","0.19906176232940923","0"
"508","8","GO Biological Process","","Cellular response to organic cyclic compound","0.0446","SLC6A4|TLR3|EZH2|PGR|AKR1C3|CYP1A1|CHRM2|RAD51","128","445|292|220|307|286|337|421|379","2.2E-4","","GO:0071407","0.19906176232940923","0"
"1146","12","COMPARTMENTS","","Nucleoplasm","0.0453","HDAC7|NAMPT|SLC6A4|EZH2|PGR|TOP2A|SNW1|AKT1|ACLY|CPSF1|RAD51|MED19","128","217|247|445|220|307|268|439|301|394|433|379|415","2.6E-4","","GOCC:0005654","0.19806497711927903","0"
"964","11","GO Biological Process","","Regulation of response to external stimulus","0.0455","MMP8|HPX|PSMB4|TLR3|KARS1|NTRK3|ALOX5|PLA2G2D|CYP19A1|SNW1|NR1H2","128","454|463|259|292|316|496|358|361|310|439|412","2.3E-4","","GO:0032101","0.19778300945318045","0"
"6","2","GO Molecular Function","","Thyroid hormone binding","0.0455","THRA|THRB","128","274|277","2.8E-4","","GO:0070324","0.19778300945318045","0"
"966","11","GO Biological Process","","Phosphorylation","0.0458","CAD|HPX|TLR3|NTRK3|PI4KB|IRAK1|UCK1|PRKAR1A|CDKL4|ADK|AKT1","128","499|463|292|496|418|295|475|403|448|346|301","2.4E-4","","GO:0016310","0.19736237339369408","0"
"269","6","GO Biological Process","","Carboxylic acid biosynthetic process","0.046","CAD|CYP1A2|ALOX5|AKR1C3|CYP1A1|ACLY","128","499|331|358|286|337|394","2.4E-4","","GO:0046394","0.19708347728057216","0"
"61","3","WikiPathways","","Oxidation by cytochrome P450","0.046","CYP1A2|CYP1A1|CYP19A1","128","331|337|310","0.0011","","WP43","0.19708347728057216","0"
"14","2","WikiPathways","","Mineralocorticoid biosynthesis","0.046","HSD11B1|AKR1C3","128","352|286","0.0012","","WP5279","0.19708347728057216","0"
"14","2","WikiPathways","","Glucocorticoid biosynthesis","0.046","HSD11B1|AKR1C3","128","352|286","0.0012","","WP5280","0.19708347728057216","0"
"15","2","WikiPathways","","Fatty acid omega-oxidation","0.0468","CYP1A2|CYP1A1","128","331|337","0.0013","","WP206","0.19597988861955137","0"
"36","3","GO Biological Process","","NIK/NF-kappaB signaling","0.0485","TLR3|IRAK1|AKT1","128","292|295|301","2.6E-4","","GO:0038061","0.19369609659161388","0"
"36","3","GO Biological Process","","Cellular response to cadmium ion","0.0485","CYP1A2|AKR1C3|AKT1","128","331|286|301","2.6E-4","","GO:0071276","0.19369609659161388","0"
"819","10","GO Biological Process","","Carboxylic acid metabolic process","0.0495","CAD|AKR1B1|KARS1|CYP1A2|WARS1|ALOX5|AKR1C3|CYP1A1|ACLY|HARS2","128","499|283|316|331|325|358|286|337|394|319","2.7E-4","","GO:0019752","0.19238979499253356","0"
"37","3","GO Biological Process","","Ribonucleoside metabolic process","0.0499","CDADC1|PNP|ADK","128","457|250|346","2.8E-4","","GO:0009119","0.19187464889839165","0"
"985","11","GO Biological Process","","Heterocycle biosynthetic process","0.0499","NAMPT|THRA|CAD|KARS1|PNP|UCK1|ALOX5|THRB|ADK|ACLY|MED19","128","247|274|499|316|250|475|358|277|346|394|415","2.8E-4","","GO:0018130","0.19187464889839165","0"
