"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"66","6","GO Biological Process","","Phosphatidylinositol phosphate biosynthetic process","0.0187","PIK3R2|PIK3R3|PI4K2B|PI4KB|PIK3CD|PIK3CB","128","1478|1508|1496|418|1520|1514","3.6E-4","","GO:0046854","0.1728158393463501","0"
"42","5","GO Biological Process","","Purine ribonucleoside monophosphate metabolic process","0.0188","NT5C1A|NT5C|NT5C2|PNP|ADK","128","1547|1535|1559|250|346","3.6E-4","","GO:0009167","0.17258421507363203","0"
"109","6","KEGG Pathways","","Cholinergic synapse","0.0189","PIK3R2|PIK3R3|PIK3CD|CHRM2|AKT1|PIK3CB","128","1478|1508|1520|421|301|1514","0.0041","","hsa04725","0.1723538195826756","0"
"146","7","KEGG Pathways","","Gastric cancer","0.0189","PIK3R2|PIK3R3|SHC4|RXRG|PIK3CD|AKT1|PIK3CB","128","1478|1508|4163|2852|1520|301|1514","0.0041","","hsa05226","0.1723538195826756","0"
"147","7","KEGG Pathways","","Phospholipase D signaling pathway","0.0191","PIK3R2|PIK3R3|SHC4|PIK3CD|LPAR4|AKT1|PIK3CB","128","1478|1508|4163|1520|5867|301|1514","0.0042","","hsa04072","0.17189666327522726","0"
"210","10","Reactome Pathways","","Phospholipid metabolism","0.0196","PIK3R2|PLA2G12A|PIK3R3|PI4K2B|PLA2R1|PI4KB|PLA2G2D|PIK3CD|INPP5F|PIK3CB","128","1478|2216|1508|1496|3053|418|361|1520|1481|1514","6.6E-4","","HSA-1483257","0.1707743928643524","0"
"27","4","Reactome Pathways","","Cholesterol biosynthesis","0.0196","HSD17B7|MSMO1|DHCR7|IDI1","128","1124|2414|1169|466","6.8E-4","","HSA-191273","0.1707743928643524","0"
"250","11","Reactome Pathways","","Diseases of metabolism","0.0196","SRD5A3|CYP11B1|DCXR|UGT1A1|CYP11B2|PNP|CYP17A1|UGT1A4|CYP19A1|CYP1B1|CYP26C1","128","1106|1094|3062|1016|1070|250|1148|1028|310|1100|1631","6.8E-4","","HSA-5668914","0.1707743928643524","0"
"290","12","Reactome Pathways","","Translation","0.0196","WARS2|NARS1|NARS2|MARS2|KARS1|WARS1|SARS1|PARS2|EIF2S2|GARS1|SARS2|HARS2","128","1886|1898|1913|1943|316|325|1925|1937|481|1904|1931|319","6.6E-4","","HSA-72766","0.1707743928643524","0"
"27","4","Reactome Pathways","","Interleukin receptor SHC signaling","0.0196","PIK3R2|PIK3R3|PIK3CD|PIK3CB","128","1478|1508|1520|1514","6.8E-4","","HSA-912526","0.1707743928643524","0"
"105","7","Reactome Pathways","","KEAP1-NFE2L2 pathway","0.0196","GSTA3|PSMB7|PSMB4|GSTA1|PSMF1|PSMB11|AKT1","128","1265|256|259|1364|2531|1880|301","6.8E-4","","HSA-9755511","0.1707743928643524","0"
"17","3","WikiPathways","","Glutathione metabolism","0.0197","GSTM2|GSTA1|GSTA5","128","1301|1364|1271","0.0021","","WP100","0.17055337738384072","0"
"130","7","WikiPathways","","Adipogenesis","0.0197","NAMPT|AHR|NCOR1|RXRG|NCOR2|NCOA1|NCOA2","128","247|2096|1007|2852|1001|2099|2105","0.0022","","WP236","0.17055337738384072","0"
"95","6","WikiPathways","","Small cell lung cancer","0.0197","PIK3R2|PIK3R3|RXRG|PIK3CD|AKT1|PIK3CB","128","1478|1508|2852|1520|301|1514","0.0021","","WP4658","0.17055337738384072","0"
"17","3","WikiPathways","","Retinol metabolism","0.0197","CYP2A6|CYP3A7|CYP1A1","128","1346|1205|337","0.0021","","WP5188","0.17055337738384072","0"
"11","3","Reactome Pathways","","Ribavirin ADME","0.0199","NT5C2|PNP|ADK","128","1559|250|346","7.2E-4","","HSA-9755088","0.17011469235902935","0"
"1527","40","Monarch Phenotype","","Hormone measurement","0.0199","HDAC7|HSD17B2|SULT1E1|GSTM2|AHR|AKR1D1|PLA2G12A|KIF11|MSMO1|PDE8B|NCOR1|PDE3B|PDE11A|CYP11B1|UGT1A6|UGT2B7|METAP2|PSMF1|UGT2B15|UGT1A10|UGT1A9|WARS1|SOAT1|CYP17A1|CYP2C8|UGT1A4|UGT1A5|UGT1A7|UGT1A8|AKR1C4|AKR1C3|PDE8A|CYP19A1|THRB|NCOR2|NCOA1|UGT2B11|NCOA2|ADGRD1|UGT2A2","128","217|1013|1118|1301|2096|1076|2216|265|2414|2723|1007|2237|3068|1094|1022|1034|484|2531|1052|1058|1742|325|472|1148|1724|1028|1664|1760|1040|1463|286|2738|310|277|1001|2099|1670|2105|451|1688","3.43E-5","","EFO:0004730","0.17011469235902935","0"
"41","5","STRING Clusters","","Mixed, incl. Spindle elongation, and Polo-like kinase mediated events","0.0201","KIF11|MELK|PCLAF|CKAP2L|TOP2A","128","265|1871|2567|2555|268","3.3E-4","","CL:6610","0.16968039425795112","0"
"32","5","COMPARTMENTS","","Phosphatidylinositol 3-kinase complex","0.0202","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","1.1E-4","","GOCC:0005942","0.16946486305533764","0"
"16","4","COMPARTMENTS","","PRC1 complex","0.0202","CBX7|PHC2|PCGF6|PHC1","128","1376|1397|1382|1388","1.2E-4","","GOCC:0035102","0.16946486305533764","0"
"6","2","KEGG Pathways","","Riboflavin metabolism","0.0203","ENPP3|ENPP1","128","1235|1241","0.0045","","hsa00740","0.1692503962086787","0"
"150","7","KEGG Pathways","","mTOR signaling pathway","0.0206","PIK3R2|PIK3R3|PIK3CD|SEC13|CASTOR1|AKT1|PIK3CB","128","1478|1508|1520|427|5597|301|1514","0.0047","","hsa04150","0.16861327796308465","0"
"150","7","KEGG Pathways","","Cellular senescence","0.0206","PIK3R2|PIK3R3|PIK3CD|RAD1|RAD9B|AKT1|PIK3CB","128","1478|1508|1520|5570|5579|301|1514","0.0047","","hsa04218","0.16861327796308465","0"
"78","5","KEGG Pathways","","B cell receptor signaling pathway","0.0206","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0047","","hsa04662","0.16861327796308465","0"
"8","3","STRING Clusters","","cAMP catabolic process, and Glycine betaine metabolic process","0.0206","PDE8B|PDE11A|PDE8A","128","2723|3068|2738","3.4E-4","","CL:10788","0.16861327796308465","0"
"28","4","Reactome Pathways","","Notch-HLH transcription pathway","0.0207","HDAC7|NCOR1|NCOR2|SNW1","128","217|1007|1001|439","7.7E-4","","HSA-350054","0.16840296545430822","0"
"28","4","Reactome Pathways","","SUMOylation of intracellular receptors","0.0207","THRA|PGR|THRB|NR1H2","128","274|307|277|412","7.7E-4","","HSA-4090294","0.16840296545430822","0"
"39","4","WikiPathways","","Kisspeptin/kisspeptin receptor system in the ovary","0.021","HSD3B1|PIK3CD|AKT1|PIK3CB","128","1133|1520|301|1514","0.0024","","WP4871","0.16777807052660806","0"
"796","23","GO Molecular Function","","Lipid binding","0.0214","SULT2B1|SULT1E1|GSTM2|AKR1D1|PSMB4|LTC4S|ALOX15|MELK|UGT1A1|PGR|GSTA1|UGT1A9|HSD11B1|SOAT1|UGT1A7|UGT1A8|PLA2G2D|TIRAP|LPAR4|UGT1A3|AKT1|CYP26C1|CYP3A4","128","1163|1118|1301|1076|259|3128|2300|1871|1016|307|1364|1742|352|472|1760|1040|361|3233|5867|1733|301|1631|1082","5.0E-4","","GO:0008289","0.16695862266508094","0"
"2692","56","GO Biological Process","","Response to organic substance","0.0216","HSD17B2|PIK3R2|GSTM2|AHR|PTGER2|SLC6A4|PIK3R3|DCPS|THRA|HPX|SRD5A1|PDE3B|TIMP4|CYP11B1|ALOX15|TLR3|SPIDR|DEFA4|CGB5|CYP7A1|UGT1A1|EZH2|PGR|CYP11B2|TPH2|RXRG|NTRK3|GSTM3|HSD3B1|SFR1|IRAK1|PIK3CD|AKR1C4|AKR1C3|AKR1C1|TIRAP|PDE8A|CYP1A1|MGST1|CYP19A1|THRB|NCOR2|CASTOR1|NCOA1|CHRM2|NCOA2|SH2B2|CYP2E1|NNMT|HSD3B2|SNW1|AKT1|SRD5A2|CYP1B1|RAD51|ENPP1","128","1013|1478|1301|2096|469|445|1508|487|274|463|1154|2237|2024|1094|2300|292|3239|2030|3413|1226|1016|220|307|1070|2603|2852|496|1289|1133|3905|295|1520|1463|286|1472|3233|2738|337|1331|310|277|1001|5597|2099|421|2105|4880|1178|1250|1142|439|301|1112|1100|379|1241","4.2E-4","","GO:0010033","0.1665546248849069","0"
"67","5","WikiPathways","","AMP-activated protein kinase signaling","0.0217","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0025","","WP1403","0.16635402661514703","0"
"4","2","WikiPathways","","Diclofenac metabolic pathway","0.0217","CYP2B6|CYP2C8","128","1295|1724","0.0025","","WP2491","0.16635402661514703","0"
"4","2","WikiPathways","","Caffeine and theobromine metabolism","0.0217","CYP2A6|CYP1A2","128","1346|331","0.0025","","WP3633","0.16635402661514703","0"
"40","4","WikiPathways","","Microglia pathogen phagocytosis pathway","0.0217","PIK3R2|PIK3R3|PIK3CD|PIK3CB","128","1478|1508|1520|1514","0.0026","","WP3937","0.16635402661514703","0"
"171","8","WikiPathways","","Primary ovarian insufficiency","0.0217","SPIDR|CYP7A1|CYP17A1|EIF2S2|CYP19A1|AKT1|RAD51|HARS2","128","3239|1226|1148|481|310|301|379|319","0.0025","","WP5316","0.16635402661514703","0"
"68","5","WikiPathways","","Sterol regulatory element-binding proteins (SREBP) signaling","0.0223","IDI1|SEC13|AKT1|ACLY|NR1H2","128","466|427|301|394|412","0.0027","","WP1982","0.16516951369518393","0"
"68","5","WikiPathways","","Melanoma","0.0223","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0027","","WP4685","0.16516951369518393","0"
"135","7","WikiPathways","","2q37 copy number variation syndrome","0.0223","UGT1A6|UGT1A1|UGT1A10|UGT1A9|UGT1A4|UGT1A7|UGT1A8","128","1022|1016|1058|1742|1028|1760|1040","0.0027","","WP5224","0.16516951369518393","0"
"44","5","GO Biological Process","","Mitochondrial RNA metabolic process","0.0226","CDK5RAP1|WARS2|GARS1|SARS2-2|SARS2","128","400|1886|1904|1919|1931","4.4E-4","","GO:0000959","0.1645891560852599","0"
"9","3","GO Biological Process","","Pyrimidine ribonucleotide catabolic process","0.0228","NT5C|UPP1|NT5C3A","128","1535|1982|2009","4.5E-4","","GO:0009222","0.16420651529995461","0"
"19","3","WikiPathways","","Farnesoid X receptor pathway","0.0228","CYP7A1|UGT2B4|CYP3A4","128","1226|1718|1082","0.0028","","WP2879","0.16420651529995461","0"
"12","3","Reactome Pathways","","Miscellaneous substrates","0.0235","CYP2S1|CYP4A11|CYP4A22","128","1283|1694|1652","9.0E-4","","HSA-211958","0.16289321377282637","0"
"3","3","Monarch Phenotype","","Pigmented micronodular adrenocortical disease","0.0238","PDE8B|PDE11A|PRKAR1A","128","2723|3068|403","4.29E-5","","HP:0001580","0.1623423042943488","0"
"25","3","KEGG Pathways","","Folate biosynthesis","0.0239","AKR1B1|TPH2|AKR1C3","128","283|2603|286","0.0057","","hsa00790","0.16216020990518623","0"
"117","6","KEGG Pathways","","Growth hormone synthesis, secretion and action","0.0239","PIK3R2|PIK3R3|SHC4|PIK3CD|AKT1|PIK3CB","128","1478|1508|4163|1520|301|1514","0.0056","","hsa04935","0.16216020990518623","0"
"82","5","KEGG Pathways","","Colorectal cancer","0.0239","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0057","","hsa05210","0.16216020990518623","0"
"10","3","GO Molecular Function","","1-phosphatidylinositol-3-kinase activity","0.0244","PIK3R3|PIK3CD|PIK3CB","128","1508|1520|1514","5.7E-4","","GO:0016303","0.16126101736612705","0"
"10","3","GO Molecular Function","","Bile acid binding","0.0244","AKR1C4|AKR1C3|AKR1C1","128","1463|286|1472","5.7E-4","","GO:0032052","0.16126101736612705","0"
"53","5","Reactome Pathways","","Synthesis of PIPs at the plasma membrane","0.0249","PIK3R2|PIK3R3|PI4K2B|PIK3CD|PIK3CB","128","1478|1508|1496|1520|1514","9.6E-4","","HSA-1660499","0.16038006529042637","0"
"6","3","InterPro Domains","","Lipoxygenase","0.0252","ALOX12|ALOX15|ALOX5","128","2291|2300|358","1.8E-4","","IPR000907","0.15985994592184558","0"
"6","3","InterPro Domains","","Lipoxygenase, mammalian","0.0252","ALOX12|ALOX15|ALOX5","128","2291|2300|358","1.8E-4","","IPR001885","0.15985994592184558","0"
"6","3","InterPro Domains","","Lipoxygenase, C-terminal","0.0252","ALOX12|ALOX15|ALOX5","128","2291|2300|358","1.8E-4","","IPR013819","0.15985994592184558","0"
"6","3","InterPro Domains","","Lipoxygenase, iron binding site","0.0252","ALOX12|ALOX15|ALOX5","128","2291|2300|358","1.8E-4","","IPR020833","0.15985994592184558","0"
"6","3","InterPro Domains","","Lipoxygenase, conserved site","0.0252","ALOX12|ALOX15|ALOX5","128","2291|2300|358","1.8E-4","","IPR020834","0.15985994592184558","0"
"6","3","InterPro Domains","","Lipoxigenase, C-terminal domain superfamily","0.0252","ALOX12|ALOX15|ALOX5","128","2291|2300|358","1.8E-4","","IPR036226","0.15985994592184558","0"
"6","3","InterPro Domains","","Lipoxygenase, vertebrates, PLAT domain","0.0252","ALOX12|ALOX15|ALOX5","128","2291|2300|358","1.8E-4","","IPR042062","0.15985994592184558","0"
"43","4","WikiPathways","","Fibrin complement receptor 3 signaling pathway","0.0257","TLR3|IRAK1|TIRAP|AKT1","128","292|295|3233|301","0.0033","","WP4136","0.15900668766687054","0"
"20","3","WikiPathways","","Lipid metabolism in senescent cells","0.0257","PLA2G12A|ALOX5|PLA2G2D","128","2216|358|361","0.0032","","WP5149","0.15900668766687054","0"
"20","3","WikiPathways","","Disorders of bile acid synthesis and biliary transport","0.0257","AKR1D1|CYP7A1|AKR1C4","128","1076|1226|1463","0.0032","","WP5176","0.15900668766687054","0"
"159","7","KEGG Pathways","","MicroRNAs in cancer","0.0258","PIK3R2|PIK3R3|EZH2|SHC4|PIK3CD|CYP1B1|PIK3CB","128","1478|1508|220|4163|1520|1100|1514","0.0063","","hsa05206","0.158838029403677","0"
"113","7","Reactome Pathways","","Negative regulation of the PI3K/AKT network","0.0258","PIK3R2|PIK3R3|THEM4|IRAK1|PIK3CD|AKT1|PIK3CB","128","1478|1508|4991|295|1520|301|1514","0.001","","HSA-199418","0.158838029403677","0"
"2","2","Reactome Pathways","","Biosynthesis of DPAn-6 SPMs","0.0258","ALOX12|ALOX15","128","2291|2300","0.001","","HSA-9025106","0.158838029403677","0"
"2","2","Reactome Pathways","","Biosynthesis of DPAn-3-derived protectins and resolvins","0.0258","ALOX15|ALOX5","128","2300|358","0.001","","HSA-9026286","0.158838029403677","0"
"2","2","Reactome Pathways","","Biosynthesis of DPAn-3-derived maresins","0.0258","ALOX12|ALOX5","128","2291|358","0.001","","HSA-9026290","0.158838029403677","0"
"2","2","Reactome Pathways","","Biosynthesis of maresin conjugates in tissue regeneration (MCTR)","0.0258","LTC4S|GSTM4","128","3128|1277","0.001","","HSA-9026762","0.158838029403677","0"
"502","17","GO Biological Process","","Cellular response to lipid","0.026","AHR|SLC6A4|SRD5A1|DEFA4|CYP7A1|UGT1A1|PGR|RXRG|NTRK3|IRAK1|AKR1C4|AKR1C3|AKR1C1|MGST1|SNW1|AKT1|CYP1B1","128","2096|445|1154|2030|1226|1016|307|2852|496|295|1463|286|1472|1331|439|301|1100","5.1E-4","","GO:0071396","0.1585026652029182","0"
"19","4","InterPro Domains","","Phosphatidylinositol 3-/4-kinase, catalytic domain","0.0262","PI4K2B|PI4KB|PIK3CD|PIK3CB","128","1496|418|1520|1514","2.1E-4","","IPR000403","0.15816987086802545","0"
"19","4","InterPro Domains","","PGBD-like superfamily","0.0262","MMP8|MMP20|MMP21|MMP28","128","454|2549|2810|2837","2.1E-4","","IPR036365","0.15816987086802545","0"
"13","3","Reactome Pathways","","IRAK1 recruits IKK complex","0.0262","PELI2|PELI3|IRAK1","128","2843|3980|295","0.0011","","HSA-937039","0.15816987086802545","0"
"13","3","Reactome Pathways","","IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation","0.0262","PELI2|PELI3|IRAK1","128","2843|3980|295","0.0011","","HSA-975144","0.15816987086802545","0"
"4","3","DISEASES","","Adrenal cortical adenoma","0.0263","CYP11B1|CYP11B2|PRKAR1A","128","1094|1070|403","7.44E-5","","DOID:0050891","0.15800442515102422","0"
"5","2","WikiPathways","","Sulindac metabolic pathway","0.0265","CYP1A2|CYP1B1","128","331|1100","0.0034","","WP2542","0.1576754126063192","0"
"181","8","WikiPathways","","Ras signaling","0.0268","PIK3R2|PLA2G12A|PIK3R3|SHC4|PLA2G2D|PIK3CD|AKT1|PIK3CB","128","1478|2216|1508|4163|361|1520|301|1514","0.0035","","WP4223","0.15718652059712113","0"
"21","3","WikiPathways","","FOXA2 pathway","0.0277","GSTM2|GSTA1|GSTA2","128","1301|1364|1370","0.0037","","WP5066","0.15575202309355513","0"
"45","4","WikiPathways","","Translation inhibitors in chronically activated PDGFRA cells","0.0287","PIK3R2|PIK3R3|AKT1|PIK3CB","128","1478|1508|301|1514","0.0038","","WP4566","0.15421181032660075","0"
"10","3","GO Biological Process","","C21-steroid hormone biosynthetic process","0.0291","AKR1B1|CYP11B1|CYP11B2","128","283|1094|1070","5.7E-4","","GO:0006700","0.15361070110140926","0"
"10","3","GO Biological Process","","Purine deoxyribonucleotide catabolic process","0.0291","NT5C1A|NT5C|PNP","128","1547|1535|250","5.7E-4","","GO:0009155","0.15361070110140926","0"
"10","3","GO Biological Process","","Lipoxygenase pathway","0.0291","ALOX12|ALOX15|ALOX5","128","2291|2300|358","5.7E-4","","GO:0019372","0.15361070110140926","0"
"87","5","KEGG Pathways","","Longevity regulating pathway","0.0291","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0072","","hsa04211","0.15361070110140926","0"
"124","6","KEGG Pathways","","Yersinia infection","0.0293","PIK3R2|PIK3R3|IRAK1|PIK3CD|AKT1|PIK3CB","128","1478|1508|295|1520|301|1514","0.0073","","hsa05135","0.15331323796458904","0"
"20","4","GO Cellular Component","","Proteasome core complex","0.0297","PSMB7|PSMB4|PSMF1|PSMB11","128","256|259|2531|1880","2.5E-4","","GO:0005839","0.15272435506827878","0"
"7","3","GO Cellular Component","","Smooth endoplasmic reticulum membrane","0.0297","SVIP|HSD3B1|HSD3B2","128","4754|1133|1142","2.5E-4","","GO:0030868","0.15272435506827878","0"
"207","8","KEGG Pathways","","cAMP signaling pathway","0.0297","PIK3R2|PTGER2|PIK3R3|PDE3B|PIK3CD|CHRM2|AKT1|PIK3CB","128","1478|469|1508|2237|1520|421|301|1514","0.0075","","hsa04024","0.15272435506827878","0"
"11","3","GO Molecular Function","","Threonine-type endopeptidase activity","0.0301","PSMB7|PSMB4|PSMB11","128","256|259|1880","7.2E-4","","GO:0004298","0.15214335044061567","0"
"20","4","InterPro Domains","","Peptidoglycan binding-like","0.0301","MMP8|MMP20|MMP21|MMP28","128","454|2549|2810|2837","2.5E-4","","IPR002477","0.15214335044061567","0"
"103","7","GO Biological Process","","Cellular response to ketone","0.0307","AHR|PTGER2|DCPS|SRD5A1|AKR1C3|AKT1|CYP1B1","128","2096|469|487|1154|286|301|1100","6.1E-4","","GO:1901655","0.15128616245228135","0"
"126","6","KEGG Pathways","","Relaxin signaling pathway","0.0307","PIK3R2|PIK3R3|SHC4|PIK3CD|AKT1|PIK3CB","128","1478|1508|4163|1520|301|1514","0.0079","","hsa04926","0.15128616245228135","0"
"6","3","Pfam","","Lipoxygenase","0.0312","ALOX12|ALOX15|ALOX5","128","2291|2300|358","1.8E-4","","PF00305","0.1505845405981557","0"
"419","15","GO Biological Process","","Gland development","0.0315","THRA|SRD5A1|UGT1A6|UGT1A1|EZH2|PGR|UGT1A10|UGT1A9|UGT1A7|UGT1A8|CYP1A1|CYP19A1|NCOR2|AKT1|CYP1B1","128","274|1154|1022|1016|220|307|1058|1742|1760|1040|337|310|1001|301|1100","6.3E-4","","GO:0048732","0.15016894462103997","0"
"13","4","Monarch Phenotype","","Increased circulating cortisol level","0.0315","PDE8B|PDE11A|CYP11B1|PRKAR1A","128","2723|3068|1094|403","5.95E-5","","HP:0003118","0.15016894462103997","0"
"48","5","GO Biological Process","","Porphyrin-containing compound metabolic process","0.0316","HPX|UGT1A1|CYP1A2|UGT1A4|CYP1A1","128","463|1016|331|1028|337","6.3E-4","","GO:0006778","0.1500312917381596","0"
"90","5","KEGG Pathways","","Fc gamma R-mediated phagocytosis","0.0317","PIK3R2|PIK3R3|PIK3CD|AKT1|PIK3CB","128","1478|1508|1520|301|1514","0.0082","","hsa04666","0.14989407377822486","0"
"1903","42","GO Molecular Function","","Purine ribonucleotide binding","0.0334","WARS2|ABCB7|NARS1|KIF11|CAD|PI4K2B|NARS2|MARS2|PDE11A|MELK|ENTPD3|ANKK1|KARS1|TARS3|NT5C2|WARS1|NTRK3|SOAT1|PI4KB|SARS1|IRAK1|PARS2|ENTPD8|UCK1|NMRK1|PIK3CD|GARS1|RFC4|PRKAR1A|CDKL4|CDKL1|TOP2A|ADK|AKT1|ACLY|SARS2-2|SARS2|NMRK2|RAD51|HARS2|ENPP1|PIK3CB","128","1886|478|1898|265|499|1496|1913|1943|3068|1871|3008|2597|316|1889|1559|325|496|472|418|1925|295|1937|1952|475|1586|1520|1904|373|403|448|5669|268|346|301|394|1919|1931|1568|379|319|1241|1514","8.1E-4","","GO:0032555","0.14762535331884355","0"
"75","6","GO Biological Process","","Cellular response to ionizing radiation","0.0336","RAD51AP1|SPIDR|SWI5|RAD1|RAD9B|RAD51","128","1853|3239|3899|5570|5579|379","6.7E-4","","GO:0071479","0.14736607226101558","0"
"10","3","STRING Clusters","","PRC1 complex","0.0336","CBX7|PHC2|PHC1","128","1376|1397|1388","5.7E-4","","CL:5365","0.14736607226101558","0"
"10","3","STRING Clusters","","Cyclin-dependent kinase 11/PITSLRE, catalytic domain, and Peptidase M10A","0.0336","MMP23B|MMP21|MMP26","128","2822|2810|2831","5.7E-4","","CL:8357","0.14736607226101558","0"
"6","2","WikiPathways","","Benzene metabolism","0.0337","DHDH|CYP2E1","128","1457|1178","0.0045","","WP3891","0.14723700991286615","0"
"34","4","Reactome Pathways","","Transcriptional Regulation by E2F6","0.0346","EZH2|PCGF6|PHC1|RAD51","128","220|1382|1388|379","0.0015","","HSA-8953750","0.14609239012072234","0"
"34","4","Reactome Pathways","","Impaired BRCA2 binding to RAD51","0.0346","RAD1|RFC4|RAD9B|RAD51","128","5570|373|5579|379","0.0015","","HSA-9709570","0.14609239012072234","0"
"21","4","InterPro Domains","","35-cyclic nucleotide phosphodiesterase, catalytic domain","0.0348","PDE8B|PDE3B|PDE11A|PDE8A","128","2723|2237|3068|2738","2.9E-4","","IPR002073","0.1458420756053419","0"
"21","4","InterPro Domains","","35-cyclic nucleotide phosphodiesterase, conserved site","0.0348","PDE8B|PDE3B|PDE11A|PDE8A","128","2723|2237|3068|2738","2.9E-4","","IPR023174","0.1458420756053419","0"
"21","4","InterPro Domains","","35-cyclic nucleotide phosphodiesterase, catalytic domain superfamily","0.0348","PDE8B|PDE3B|PDE11A|PDE8A","128","2723|2237|3068|2738","2.9E-4","","IPR036971","0.1458420756053419","0"
"106","7","GO Biological Process","","Cellular detoxification","0.0356","GSTM2|LTC4S|GSTA1|PTGES|GSTM3|MGST1|MGST2","128","1301|3128|1364|2228|1289|1331|1313","7.2E-4","","GO:1990748","0.1448550002027125","0"
